id,name_ja,name_ko,name_en,name_zh_hans,name_zh_hant,grade_ja,grade_ko,grade_en,grade_zh_hans,grade_zh_hant,app_name_ja,app_name_ko,app_name_en,app_name_zh_hans,app_name_zh_hant,attribute_ja,attribute_ko,attribute_en,attribute_zh_hans,attribute_zh_hant,special_moves_ja,special_moves_ko,special_moves_en,special_moves_zh_hans,special_moves_zh_hant,profile_ja,profile_ko,profile_en,profile_zh_hans,profile_zh_hant,illustration_listed,icon_listed,illustration_url,icon_url_listed,related_ids_ja_snapshot,related_dynamic_snapshot,url_ja,url_ko,url_en,url_zh_hans,url_zh_hant,anomaly_flags
75,ジショモン,딕셔몬,Jishomon,辞典兽,辭典獸,並,스탠다드,Standard,普,普,辞書,사전,Dictionary,词典,辭典,ライフ,라이프,Life,生活,生活,ビブリオスキャン | ヒデングリフ,비블리오 스캔 | 히든 글리프,Biblio-Scan | Secret Glyph,典籍扫描 | 绝密字符,書頁掃描 | 秘傳文字,分厚い辞書の姿をしたアプモン。誰が発信したかわからないネットの情報を嫌い、どんなときも自分の持つ知識だけを信じている。,두꺼운 사전의 모습을 한 어플몬. 출처가 불분명한 인터넷 정보를 싫어하며 언제나 자신이 지닌 지식만을 믿는다.,"An Appmon that takes the form of a hefty dictionary. It turns its nose up at the anonymous and untrustworthy information on the net, preferring instead to rely on its own knowledge at all times.",该应用兽的外观像极了一本厚重的词典。辞典兽非常厌恶网络上的那些连发布者都无从查起的信息，所以无论何时他都只相信自己脑袋里的知识。,外觀為厚實辭典的APP獸。討厭來歷不明的網絡情報，不論何時都只相信自己所知的知識。,True,True,https://digimon.net/cimages/appmon/img_chara_075.jpg,https://digimon.net/cimages/appmon/img_icon_075.png,58 | 106 | 8,True,https://digimon.net/appmon/detail.php?id=75,https://digimon.net/appmon_ko/detail.php?id=75,https://digimon.net/appmon_en/detail.php?id=75,https://digimon.net/appmon_zh-CHS/detail.php?id=75,https://digimon.net/appmon_zh-CHT/detail.php?id=75,ko_profile_uses_eopeulmon_not_page_title_apeumon
76,ロギモン,로긴몬,Logimon,洛基兽,登入獸,超,슈퍼,Super,超,超,ログイン,로그인,Login,登录,登入,ソーシャル,소셜,Social,社交,社交,クライストルネード | ロギプラズマ,크라이스 토네이도 | 로기 플라스마,Data Storm | Login Plasma,圆环龙卷 | 洛基离子炮,圓環龍捲風 | 登入電漿,出没自在の熱血アプモン。正々堂々が信条で、他人のシステムに侵入する時はIDとパスを使用。必ず正面から乗り込んでくる。,신출귀몰하는 열혈 어플몬. 정정당당함을 신조로 삼고 있으며 다른 시스템에 침입할 때는 ID와 비밀번호를 사용한다. 반드시 정면 승부를 걸어온다.,"A hot-blooded Appmon that can appear and disappear at will. It believes in fighting fair and square, using log-in credentials to break into systems. In other words, it always walks in through the front door.",上天入地，无所能不往的热血应用兽。“堂堂正正”是他的处世信条，入侵他人的系统时一定会使用用户名和密码，从正面攻入对方的大门。,自由出沒的熱血APP獸。信奉堂堂正正的作為，要入侵他人系統時會使用ID和密碼。絕對會從正道入侵。,True,True,https://digimon.net/cimages/appmon/img_chara_076.jpg,https://digimon.net/cimages/appmon/img_icon_076.png,43 | 121 | 87,True,https://digimon.net/appmon/detail.php?id=76,https://digimon.net/appmon_ko/detail.php?id=76,https://digimon.net/appmon_en/detail.php?id=76,https://digimon.net/appmon_zh-CHS/detail.php?id=76,https://digimon.net/appmon_zh-CHT/detail.php?id=76,ko_profile_uses_eopeulmon_not_page_title_apeumon
77,ロガモン,로간몬,Logamon,洛迦兽,登出獸,超,슈퍼,Super,超,超,ログオフ,로그아웃,Logoff,注销,登出,ソーシャル,소셜,Social,社交,社交,スクラッチバン | ロガブラスト,스크래치 밴 | 로가 블래스트,Shadow Ban | Logout Blast,刮除式封禁 | 洛迦大爆炸,刮削停權 | 登出爆破,対象をシステムから締め出す能力を持つアプモン。ロガモンはこの能力を使い、自分専用の別荘空間を多数所有している。,대상을 시스템에서 내쫓는 능력을 지닌 어플몬. 로간몬은 해당 능력을 사용해 본인 전용 별장 공간을 여러 개 지니고 있다.,"An Appmon that can lock its targets out of systems. Using this ability, Logmon maintains a number of vacation spaces for its own enjoyment.",该应用兽拥有将对象踢出系统的能力。在这种能力的帮助下，许多空间都成为了洛迦兽专属的“度假领域”。,能將對象從系統中踢除的APP獸。登出獸使用這種能力，創造了許多自己專用的別墅空間。,True,True,https://digimon.net/cimages/appmon/img_chara_077.jpg,https://digimon.net/cimages/appmon/img_icon_077.png,121 | 113 | 44,True,https://digimon.net/appmon/detail.php?id=77,https://digimon.net/appmon_ko/detail.php?id=77,https://digimon.net/appmon_en/detail.php?id=77,https://digimon.net/appmon_zh-CHS/detail.php?id=77,https://digimon.net/appmon_zh-CHT/detail.php?id=77,ko_profile_uses_eopeulmon_not_page_title_apeumon
78,ドガッチモン,슈퍼 서치몬,DoGatchmon,大盖奇兽,大蓋奇獸,超,슈퍼,Super,超,超,超検索,슈퍼 검색,Super Search,超级搜索,超級搜索,ソーシャル,소셜,Social,社交,社交,ディープダイブ | ドガッチバスター | ソニックスラッシュ,디프 다이브 | 슈퍼 서치 버스터 | 소닉 슬래시,Deep Dive | Relevance Bust | Sonic Slash,深海寻觅 | 大盖奇毁灭炮 | 音速突击,深度潛入 | 大蓋奇衝擊波 | 音速斬擊,超強化された検索能力を持つアプモン。ネットの海の深層に潜り込み、通常の検索では知りえない情報を掴むことができる。,매우 강화된 검색 능력을 지닌 어플몬. 네트워크 바다의 심해층에 잠입해 일반 검색으로는 알 수 없는 정보를 손에 넣을 수 있다.,"An Appmon with super-enhanced search capabilities. In order to obtain information that which cannot be found via a normal search, it can dive into the deepmost parts of the net.",该应用兽的检索能力经过了超级强化，这让他能够下潜至网络之海的深处，找到许多普通的搜索方式探寻不到的信息。,被超強化了搜索能力的APP獸。可以潛入網路之海的深處，獲取普通搜索無法知道的情報。,True,True,https://digimon.net/cimages/appmon/img_chara_078.jpg,https://digimon.net/cimages/appmon/img_icon_078.png,122 | 12 | 107,True,https://digimon.net/appmon/detail.php?id=78,https://digimon.net/appmon_ko/detail.php?id=78,https://digimon.net/appmon_en/detail.php?id=78,https://digimon.net/appmon_zh-CHS/detail.php?id=78,https://digimon.net/appmon_zh-CHT/detail.php?id=78,ko_profile_uses_eopeulmon_not_page_title_apeumon
79,ソーシャモン,소셔몬,Sociamon,社交兽,社交獸,超,슈퍼,Super,超,超,ＳＮＳ,SNS,SNS,社交网络,SNS,ソーシャル,소셜,Social,社交,社交,メッセシュトロム | ヘビーギフト,메시 슈트롬 | 헤비 기프트,Message Surge | Heavy Gift,短信大漩涡 | 重磅豪礼,訊息風暴 | 沉重禮物,世界中のＳＮＳを24時間監視しているアプモン。普段は非常に寡黙だが、ＳＮＳ内では打って変わっておしゃべりでフランクになる。,"전 세계 SNS를 24시간 감시하는 어플몬. 평소에는 굉장히 과묵하지만, SNS에서는 수다스럽고 스스럼없는 성격으로 돌변한다.","An Appmon that monitors social media around the world 24-7. Although quite shy in person, it is surprisingly chatty and unreserved on social media.",该应用兽24小时不间断地监视着世界上所有的社交网络平台。平时的他非常不爱说话，但在社交网站上却十分爱说爱笑，友好礼貌。,24小時監視著全世界社交網絡的APP獸。平時非常沈默寡言，但在社交網絡中就會變得健談又坦率。,True,True,https://digimon.net/cimages/appmon/img_chara_079.jpg,https://digimon.net/cimages/appmon/img_icon_079.png,2 | 108 | 80,True,https://digimon.net/appmon/detail.php?id=79,https://digimon.net/appmon_ko/detail.php?id=79,https://digimon.net/appmon_en/detail.php?id=79,https://digimon.net/appmon_zh-CHS/detail.php?id=79,https://digimon.net/appmon_zh-CHT/detail.php?id=79,ko_profile_uses_eopeulmon_not_page_title_apeumon
80,ゴシップモン,가십몬,Gossipmon,闲言兽,傳聞獸,超,슈퍼,Super,超,超,ゴシップ,가십,Gossip,闲话八卦,傳聞,ソーシャル,소셜,Social,社交,社交,ブレイズスラング | ネガティブラスター,블레이즈 슬랭 | 네거티브 블라스터,Slang Blaze | Negative Luster,劲爆黑话 | 负能量炮,俗語火焰 | 消極光輝,嘘も真に仕立て上げる、ゴシップ専門のライター。自分の広めた記事や噂で、ターゲットが困惑するのが楽しくて仕方がない。,거짓말도 진짜로 만들어내는 가십 전문 라이터. 자신이 퍼뜨린 기사와 소문으로 타깃이 당혹스러워하는 것을 아주 즐거워한다.,A gossip columnist that presents lies as truths. It revels in the embarrassment it causes its targets through the articles and rumors it spreads.,专写小道消息的写手，同时也是颠倒黑白的一把好手，最爱看目标被自己散布出去的小道消息唬得一愣一愣的样子。,不論內容是真是假，專門撰寫傳聞的撰稿人。會利用自己傳播的報道或傳聞來困擾目標，樂此不疲。,True,True,https://digimon.net/cimages/appmon/img_chara_080.jpg,https://digimon.net/cimages/appmon/img_icon_080.png,79 | 7 | 108,True,https://digimon.net/appmon/detail.php?id=80,https://digimon.net/appmon_ko/detail.php?id=80,https://digimon.net/appmon_en/detail.php?id=80,https://digimon.net/appmon_zh-CHS/detail.php?id=80,https://digimon.net/appmon_zh-CHT/detail.php?id=80,
81,スカシモン,스카시몬,Sukasimon,扑空兽,撲空獸,超,슈퍼,Super,超,超,スカ,실패,Failed,失败,失敗,ソーシャル,소셜,Social,社交,社交,失敗しちゃった | スカナックル,실패해버렸다 | 실패 너클,Failure | Knuckle Let-Down,搞砸啦 | 扑空拳,搞砸了 | 期望落空之拳,何の能力も持たないが、どこか愛嬌のあるアプモン。スカシモンのそばにいると、不思議と体の力が抜けてしまう。,아무런 능력이 없지만 어딘가 귀여운 어플몬. 스카시몬의 옆에 있으면 신기하게도 몸의 힘이 빠진다.,"An Appmon with no abilities, but quite a dose of charm. Spend time in its presence and you might find yourself strangely relaxed.",没有任何能力，却还能让人觉得有点小可爱的应用兽。很奇怪，只要呆在他身边，每个人都会感到十分放松，甚至连动都不想动一下。,沒有任何能力，但總讓人覺得有可愛之處的APP獸。待在撲空獸身邊，身上的力量就會不可思議地消失。,True,True,https://digimon.net/cimages/appmon/img_chara_081.jpg,https://digimon.net/cimages/appmon/img_icon_081.png,7 | 64 | 2,True,https://digimon.net/appmon/detail.php?id=81,https://digimon.net/appmon_ko/detail.php?id=81,https://digimon.net/appmon_en/detail.php?id=81,https://digimon.net/appmon_zh-CHS/detail.php?id=81,https://digimon.net/appmon_zh-CHT/detail.php?id=81,ko_profile_uses_eopeulmon_not_page_title_apeumon
82,トリップモン,트립몬,Tripmon,云游兽,旅行獸,超,슈퍼,Super,超,超,旅行,여행,Trip,旅行,旅行,ナビ,내비,Navi,导航,導航,トリップゲート | ワンダラーファング,트립 게이트 | 반더러 팡,Trip Gate | Wanderlust Fang,穿梭门 | 流浪尖牙,旅行之門 | 浪者之牙,旅を愛する気ままなさすらい人。自分のカバンから他人のカバンの中にワープする能力を持ち、日々世界中を巡っている。,여행을 사랑하는 자유로운 방랑자. 자기 가방에서 다른 이의 가방 안으로 순간 이동하는 능력을 지녔기에 매일 전 세계를 돌아다닌다.,"A carefree wanderer that loves nothing more than to travel. It can warp from its own bag to any other bag the world over, and spends its days trotting the globe.",酷爱旅行，无拘无束的流浪者。云游兽拥有从自己的背包里瞬移至他人的背包里的能力，这让他能够每日都神游在世界各地。,熱愛旅行無拘無束的漂泊者。能從自己的背包移動到其他人的背包裡，每天都遊走在世界各地。,True,True,https://digimon.net/cimages/appmon/img_chara_082.jpg,https://digimon.net/cimages/appmon/img_icon_082.png,16 | 86 | 110,True,https://digimon.net/appmon/detail.php?id=82,https://digimon.net/appmon_ko/detail.php?id=82,https://digimon.net/appmon_en/detail.php?id=82,https://digimon.net/appmon_zh-CHS/detail.php?id=82,https://digimon.net/appmon_zh-CHT/detail.php?id=82,
83,ウェザドラモン,웨더드라몬,Weatherdramon,气象龙兽,氣象龍獸,超,슈퍼,Super,超,超,天候,기후,Weather,天候,天候,ナビ,내비,Navi,导航,導航,ディヴァインブレス | パニックサンダー,디바인 브레스 | 패닉 선더,Divine Breath | Panic Thunder,神圣吐息 | 惊雷,神聖吐息 | 恐慌雷擊,天候を自在に操る能力を持つアプモン。彼が環境に与える影響は計り知れず、その気になればいつでも大災害を起こすことができる。,"기후를 자유자재로 조종하는 능력을 지닌 어플몬. 웨더드라몬이 환경에 주는 영향은 헤아릴 수 없으며, 마음먹으면 언제든지 엄청난 재해를 일으킬 수 있다.","An Appmon that can manipulate the weather at will. The impact it has on the environment is immeasurable, and it is fully capable of causing natural disasters on a whim.",该应用兽能够自由地操纵天气。气象龙兽对环境有着无法估量的影响，因为他甚至能在一念之间引发巨大的天灾。,擁有自如操控天候能力的APP獸。他對環境造成的影響不可估量，隨時都能隨意引發大災害。,True,True,https://digimon.net/cimages/appmon/img_chara_083.jpg,https://digimon.net/cimages/appmon/img_icon_083.png,111 | 15 | 91,True,https://digimon.net/appmon/detail.php?id=83,https://digimon.net/appmon_ko/detail.php?id=83,https://digimon.net/appmon_en/detail.php?id=83,https://digimon.net/appmon_zh-CHS/detail.php?id=83,https://digimon.net/appmon_zh-CHT/detail.php?id=83,ko_profile_uses_eopeulmon_not_page_title_apeumon
84,タイムモン,타임몬,Timemon,时间兽,時間獸,超,슈퍼,Super,超,超,タイムスリップ,타임 슬립,Time Slip,时间跳跃,時光機,ツール,툴,Tool,工具,工具,クロノスライド | クロックフィスト | クロックシールド,크로노슬라이드 | 클록 피스트 | 클록 쉴드,Chrono-Slide | Clock Fist | Clock Shield,时间滑翔 | 时光拳 | 时光盾,時空滑動 | 時鐘之拳 | 時鐘之盾,時の流れや空間を超越した、稀有な移動能力を持つアプモン。自分の時間以外に、拳で殴った相手の時間にも干渉することができる。,시간의 흐름이나 공간을 초월한 희귀한 이동 능력을 지닌 어플몬. 자신의 시간 외에 주먹으로 때린 상대의 시간에도 간섭할 수 있다.,"An Appmon with the rare ability to transcend the space-time continuum. It can not only disrupt its own flow of time, but also that of any opponent it strikes with its fists.",该应用兽能够超越时空，这种移动能力是十分少见的。除了自己的时间以外，时间兽还可以干涉那些被他的拳头殴打过的人的时间。,能跨越時間之流和空間，擁有稀有移動能力的APP獸。除了能控制自己的時間之外，也能用拳頭毆打對手來幹涉對方的時間。,True,True,https://digimon.net/cimages/appmon/img_chara_084.jpg,https://digimon.net/cimages/appmon/img_icon_084.png,113 | 78 | 77,True,https://digimon.net/appmon/detail.php?id=84,https://digimon.net/appmon_ko/detail.php?id=84,https://digimon.net/appmon_en/detail.php?id=84,https://digimon.net/appmon_zh-CHS/detail.php?id=84,https://digimon.net/appmon_zh-CHT/detail.php?id=84,ko_profile_uses_eopeulmon_not_page_title_apeumon
85,ロアモン,로어몬,Roamon,罗亚兽,咆哮獸,超,슈퍼,Super,超,超,ボイスチェンジ,음성 변조,Voice Change,变声,變聲,ツール,툴,Tool,工具,工具,ライアースロート | ツインスクリーム,라이어 스로트 | 트윈 스크림,Liar Throat | Twin Scream,诳语喉舌 | 双响尖叫,騙子之喉 | 雙重尖叫,世界中の音声データを収集しているアプモン。他人の声を完璧にコピーしたり、対象の声をまったく別物に変換する能力を持つ。,전 세계의 음성 데이터를 수집하는 어플몬. 다른 이의 목소리를 완벽하게 따라 하거나 대상의 목소리를 전혀 다르게 변환하는 능력을 지녔다.,"An Appmon that collects audio data from all around the world. Its abilities include perfectly imitating the voices of others, as well as completely changing the voices of its targets.",该应用兽一直都在收集着全世界的音频记录。罗亚兽不但可以完美地模仿他人的声线，甚至还能够将对象的声音变成完全不同的模样。,在收集全世界的聲音數據的APP獸。能完美地複製他人的聲音，也能將對象的聲音變得完全不同。,True,True,https://digimon.net/cimages/appmon/img_chara_085.jpg,https://digimon.net/cimages/appmon/img_icon_085.png,97 | 114 | 30,True,https://digimon.net/appmon/detail.php?id=85,https://digimon.net/appmon_ko/detail.php?id=85,https://digimon.net/appmon_en/detail.php?id=85,https://digimon.net/appmon_zh-CHS/detail.php?id=85,https://digimon.net/appmon_zh-CHT/detail.php?id=85,ko_profile_uses_eopeulmon_not_page_title_apeumon
86,スコープモン,스코프몬,Scopemon,天眼兽,瞄準鏡獸,超,슈퍼,Super,超,超,監視,감시,Monitoring,监视,監視,ツール,툴,Tool,工具,工具,デスウォッチ | デッドリースナイプ,데스 워치 | 데들리 스나이프,Death Watch | Deadly Snipe,致命观察 | 绝命狙击,死亡瞄準 | 致命狙擊,世界中のカメラを自分の目とすることのできる、現代の千里眼の持ち主。一度能力を発動すれば、スコープモンに死角はない。,전 세계의 카메라를 자기 눈으로 삼을 수 있는 현대의 천리안을 지닌 어플몬이다. 한 번 능력이 발동되면 스코프몬에게 사각지대는 없다.,"A modern clairvoyant that can use any camera around the world as its own eyes. Once it activates its ability, Scopemon has no blind spots.",望远兽可以将全世界的摄像头都变成自己的“眼睛”，堪称现代版的“千里眼”。一旦发动自身能力，天眼兽的眼中将再无死角。,能將全世界的相機化為自己的眼睛，堪稱現代版的千里眼。一旦發動能力，瞄準鏡獸就沒有死角。,True,True,https://digimon.net/cimages/appmon/img_chara_086.jpg,https://digimon.net/cimages/appmon/img_icon_086.png,21 | 82 | 110,True,https://digimon.net/appmon/detail.php?id=86,https://digimon.net/appmon_ko/detail.php?id=86,https://digimon.net/appmon_en/detail.php?id=86,https://digimon.net/appmon_zh-CHS/detail.php?id=86,https://digimon.net/appmon_zh-CHT/detail.php?id=86,ko_profile_uses_eopeulmon_not_page_title_apeumon
87,クラフトモン,크래프트몬,Craftmon,天工兽,工藝獸,超,슈퍼,Super,超,超,設計,설계,Design,设计,設計,ツール,툴,Tool,工具,工具,トッカンメイカー | ゾーンアーキテクト,뚝딱 메이커 | 존 아키텍트,Rapid Builder | Zone Architect,突击巧匠 | 领域构筑,巨響製造者 | 區域建築師,何もない状態から、ひとつのモノを作り上げる能力を持つアプモン。設計図さえ記憶していれば、家さえもその場で建ててしまう。,아무것도 아닌 상태에서 하나의 물건을 만들어내는 능력을 지닌 어플몬. 설계도만 기억하고 있으면 집도 그 자리에서 지어버린다.,"An Appmon that can make something out of nothing. It can even build a house on the spot, provided it has a blueprint saved in its memory.",该应用兽拥有“无中生有”般的造物能力。只要让他记住设计图，他甚至能够当场盖起一座房子来。,能從一無所有的狀態創造出東西的APP獸。只要記得設計圖，就連住宅都能當場建起來。,True,True,https://digimon.net/cimages/appmon/img_chara_087.jpg,https://digimon.net/cimages/appmon/img_icon_087.png,39 | 24 | 112,True,https://digimon.net/appmon/detail.php?id=87,https://digimon.net/appmon_ko/detail.php?id=87,https://digimon.net/appmon_en/detail.php?id=87,https://digimon.net/appmon_zh-CHS/detail.php?id=87,https://digimon.net/appmon_zh-CHT/detail.php?id=87,ko_profile_uses_eopeulmon_not_page_title_apeumon
88,レイドラモン,레이드라몬,Raidramon,掠龙兽,掠龍獸,超,슈퍼,Super,超,超,超ハッキング,슈퍼 해킹,Super Hacking,超级入侵,超級入侵,システム,시스템,System,系统,系統,クラッキングクレイス | バラージジャック,크래킹 클레이스 | 바라지 잭,Key Cracker | Barrage Jack,破碎龙卷 | 火力劫持,破解鑰匙 | 彈幕射手傑克,完全防備のセキュリティすら一瞬で破壊してしまう、非常に危険な存在。主導権を乗っ取ったデータを意のままに操る能力を持つ。,철저하게 보호 중인 보안 장치도 순식간에 파괴해 버리는 매우 위험한 존재. 주도권을 빼앗은 데이터를 마음대로 조종하는 능력을 지녔다.,An extremely dangerous being that can break through the strongest security in an instant. Its stolen data is entirely subject to its will.,非常危险的应用兽，无论多么完美的防卫系统，强袭龙兽都能使其瞬间灰飞烟灭。该应用兽还拥有劫持数据的主权并将其完全纳为己用的能力。,就算是擁有完美防禦的安全措施也能瞬間破壞，是非常危險的存在。能隨心所欲地操縱已奪取主導權的數據。,True,True,https://digimon.net/cimages/appmon/img_chara_088.jpg,https://digimon.net/cimages/appmon/img_icon_088.png,33 | 123 | 89,True,https://digimon.net/appmon/detail.php?id=88,https://digimon.net/appmon_ko/detail.php?id=88,https://digimon.net/appmon_en/detail.php?id=88,https://digimon.net/appmon_zh-CHS/detail.php?id=88,https://digimon.net/appmon_zh-CHT/detail.php?id=88,
89,デジップモン,데집몬,Dezipmon,整合兽,解壓縮獸,超,슈퍼,Super,超,超,圧縮解凍,압축 해동,Zip/Unzip,压缩与解压缩,壓縮和解壓縮,システム,시스템,System,系统,系統,アブソーブジップ | アンフリーズフィスト,앱솔브 집 | 언프리즈 피스트,Zip Absorber | Unfreezing Fist,绝禁拉链 | 冰释神拳,吸收拉鍊 | 解壓之拳,全身がファスナーで構成されているアプモン。自らの体を介し、データの圧縮と解凍を自在に行う能力を持つ。,전신이 지퍼로 구성된 어플몬. 자기 몸을 통해 데이터의 압축과 해동을 자유자재로 하는 능력을 지녔다.,"An Appmon that is entirely made up of zippers. Using its own body, it can freely zip and unzip any data.",全身都由拉链构成的应用兽，能够通过自己的身体随意对数据进行压缩或解压缩。,全身由拉鍊構成的APP獸。能利用身體自如地壓縮或解壓縮數據。,True,True,https://digimon.net/cimages/appmon/img_chara_089.jpg,https://digimon.net/cimages/appmon/img_icon_089.png,88 | 36 | 115,True,https://digimon.net/appmon/detail.php?id=89,https://digimon.net/appmon_ko/detail.php?id=89,https://digimon.net/appmon_en/detail.php?id=89,https://digimon.net/appmon_zh-CHS/detail.php?id=89,https://digimon.net/appmon_zh-CHT/detail.php?id=89,ko_profile_uses_eopeulmon_not_page_title_apeumon
90,ミエーヌモン,미에누몬,Mienumon,障目兽,看不見獸,超,슈퍼,Super,超,超,ステルス,스텔스,Stealth,隐形,隱身,システム,시스템,System,系统,系統,ステルスケープ | カメレオンリック,스텔스 케이프 | 카멜레온 릭,Stealth Cape | Chameleon Lick,遁迹潜形 | 变色龙的舔舐,隱形披風 | 變色龍舔舔攻擊,諜報活動が得意なアプモン。対象の姿を風景に同化させる能力を持ち、どんなときでも物音ひとつ立てずに行動することができる。,첩보 활동이 특기인 어플몬. 대상의 모습을 풍경에 동화시키는 능력을 지녔기에 언제든지 쥐 죽은 듯이 조용하게 행동할 수 있다.,"An Appmon that excels at espionage. It can assimilate the appearance of its targets into the landscape, and never fails to operate in total silence.",擅长策划实施间谍活动的应用兽，除了拥有将对象与周围风景融合在一起的能力以外，其自身也可以在行动时不发出任何响动。,擅長諜報活動的APP獸。擁有讓對象的身姿與風景同化的能力，無論任何時候都能悄無聲息地行動。,True,True,https://digimon.net/cimages/appmon/img_chara_090.jpg,https://digimon.net/cimages/appmon/img_icon_090.png,37 | 116 | 25,True,https://digimon.net/appmon/detail.php?id=90,https://digimon.net/appmon_ko/detail.php?id=90,https://digimon.net/appmon_en/detail.php?id=90,https://digimon.net/appmon_zh-CHS/detail.php?id=90,https://digimon.net/appmon_zh-CHT/detail.php?id=90,ko_profile_uses_eopeulmon_not_page_title_apeumon
91,ワープモン,워프몬,Warpmon,传送兽,傳送獸,超,슈퍼,Super,超,超,転送,전송,Transmission,瞬间传送,傳送,システム,시스템,System,系统,系統,ワープループ | スケアリーゲート,워프 루프 | 스케어리 게이트,Warp Loop | Scary Gate,无尽转移 | 惊吓之门,循環傳送 | 恐怖之門,神出鬼没の発明家アプモン。背中の機械は転送装置で、複数の対象を一瞬で指定した場所に移動させることができる。,"신출귀몰하는 발명가 어플몬. 등에 있는 기계는 전송 장치로, 여러 대상을 순식간에 지정한 장소로 이동시킬 수 있다.",An elusive Appmon and masterful inventor. It can move multiple targets to any specified location using the transporter device it carries on its back.,该应用兽是一名神出鬼没的发明家，能够利用后背上的传送器将多个对象瞬间移动至指定的位置。,神出鬼沒的發明家APP獸。背上的機械是傳送裝置，可以瞬間將複數對象傳送到指定地點。,True,True,https://digimon.net/cimages/appmon/img_chara_091.jpg,https://digimon.net/cimages/appmon/img_icon_091.png,51 | 83 | 111,True,https://digimon.net/appmon/detail.php?id=91,https://digimon.net/appmon_ko/detail.php?id=91,https://digimon.net/appmon_en/detail.php?id=91,https://digimon.net/appmon_zh-CHS/detail.php?id=91,https://digimon.net/appmon_zh-CHT/detail.php?id=91,ko_profile_uses_eopeulmon_not_page_title_apeumon
92,サクシモン,책사몬,Sakusimon,策士兽,策士獸,超,슈퍼,Super,超,超,シミュレーション,시뮬레이션,Simulation,策略类游戏,模擬,ゲーム,게임,Game,游戏,遊戲,臥龍扇 | 炎舞の陣,와룡선 | 염무의 진,Unknown Genius | Flame Dance Formation,卧龙扇 | 炎舞阵,臥龍之扇 | 炎舞之陣,この世の名だたる兵法を修めた、優れた戦術家。綿密に練られた策略で相手の虚をつき、狙った者を確実に追い詰める。,"이 세상의 유명한 병법을 익힌 우수한 전술가. 치밀하게 짜인 책략으로 상대의 허를 찔러, 노린 자를 확실하게 궁지로 몰아넣는다.",An expert tactician that has mastered every famed stratagem in the world. It uses the most meticulous strategies to trick its opponents and ensure that it corners its preys.,遍读古今东西著名兵书的优秀战术家。策士兽会利用周密的策略攻敌军之不备，但求能够将目标切切实实地逼入绝境。,習得世上著名兵法的優秀軍師。向對手使用縝密制定的策略趁虛而入，絕對會將盯上的人逼入絕境。,True,True,https://digimon.net/cimages/appmon/img_chara_092.jpg,https://digimon.net/cimages/appmon/img_icon_092.png,116 | 90 | 23,True,https://digimon.net/appmon/detail.php?id=92,https://digimon.net/appmon_ko/detail.php?id=92,https://digimon.net/appmon_en/detail.php?id=92,https://digimon.net/appmon_zh-CHS/detail.php?id=92,https://digimon.net/appmon_zh-CHT/detail.php?id=92,
93,ドスコモン,도스코몬,Dosukomon,相扑兽,相撲獸,超,슈퍼,Super,超,超,格闘,격투,Fighting,格斗游戏,格鬥,ゲーム,게임,Game,游戏,遊戲,ドヒョウフィールド | ジェット張手,경기장 필드 | 제트 하리테,Dohyo Field | Jet Harite,相扑领域 | 喷气式掌击,土俵擂台 | 噴射掌擊,武術を極めた無類のファイター。正々堂々の一騎打ちのみが認められた神聖な空間、ドヒョウフィールドを展開する能力を持つ。,"무술에 정통한 무적의 파이터. 정정당당한 일대일 승부만을 인정하는 신성한 공간, 경기장 필드를 전개하는 능력을 지녔다.","An unrivaled fighter, master of the martial arts. It can deploy the Dohyo Field, a sacred space where only fair one-on-one fights are allowed.",将武艺修炼至顶峰的顶尖格斗家。该应用兽拥有展开“相扑领域”的能力——在这片神圣的空间中，战士们只能一对一地正面交锋。,精進武術的無雙鬥士。能展開土俵擂台，是只接受堂堂正正的單挑對決的神聖空間。,True,True,https://digimon.net/cimages/appmon/img_chara_093.jpg,https://digimon.net/cimages/appmon/img_icon_093.png,45 | 124 | 95,True,https://digimon.net/appmon/detail.php?id=93,https://digimon.net/appmon_ko/detail.php?id=93,https://digimon.net/appmon_en/detail.php?id=93,https://digimon.net/appmon_zh-CHS/detail.php?id=93,https://digimon.net/appmon_zh-CHT/detail.php?id=93,
